bugID,TextDescription,cl,pd,co,rp,OS,bs,rs,Priority,Severity
124020,In PDF export particular Drawing missing,Application,Writer,save-export,All,Windows 7,CLOSED,FIXED,P3,Normal
124021,Data range dialog is broken,Application,Calc,editing,PC,All,CLOSED,FIXED,P3,Major
124022,OpenOffice is unacceptably slow in opening the attached file (elections.xlsx),Application,Calc,open-import,All,All,CONFIRMED,,P3,Normal
124024,Message window won't close,Code,General,help,Mac,OS X 10.9,CLOSED,DUPLICATE,P3,Normal
124025,Greyed Find All/Replace All,Application,Writer,editing,PC,Windows XP,CLOSED,IRREPRODUCIBLE,P3,Normal
124026,Cell Cursor reaches hidden area when delete row above hidden row,Application,Calc,editing,All,Windows 7,UNCONFIRMED,,P3,Normal
124027,The list numbers/bullets in comment/annotation get lost when import .docx file to AOO,Application,Writer,open-import,All,All,CONFIRMED,,P2,Major
124028,Highlight of commented/annotated text range gets lost when export as PDF,Application,Writer,save-export,All,All,CONFIRMED,,P2,Major
124029,dialog box buttons don't work at all,Code,General,accessibility,Mac,OS X 10.9,CLOSED,DUPLICATE,P3,Major
124030,Failed to open ODT file exported from AOO with comment/annotation in original docx file,Application,Writer,open-import,All,All,CLOSED,FIXED,P3,Normal
124031,when dragging text to screen edge the pages move too fast to be used.,Application,Writer,editing,PC,Windows 7,CLOSED,DUPLICATE,P5 (lowest),Critical
124032,Pagination resets when starting page number set above 255 in docx/doc documents,Application,Writer,formatting,PC,All,CONFIRMED,,P3,Normal
124033,CRASH when Insert>column in particular way in document with column break,Application,Calc,editing,PC,"Windows, all",CLOSED,FIXED,P3,Critical
124034,merging cells with move to 1st cell resets format,Application,Calc,editing,All,All,REOPENED,,P3,Normal
124036,Fontwork (old) - baseline shapes missing,Application,Draw,formatting,All,All,CONFIRMED,,P3,Normal
124037,Can only select records from one table in creating a report or form,Application,Base,code,PC,Windows XP,UNCONFIRMED,,P3,Normal
124038,"When a XLSM file is oppened, Calc hangs",Application,Calc,open-import,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124039,line ends in (new) inputfields,Application,Writer,code,PC,Windows 7,CLOSED,FIXED,P3,Normal
124041,"All objects gone after Math object editing, saving, quiting, re-open",Application,Writer,editing,Mac,OS X 10.9,CONFIRMED,,P3,Normal
124042,Text link creation doubles text,Application,Calc,editing,All,All,UNCONFIRMED,,P3,Normal
124043,Spell Checker English US considers misspelled any word in document,Code,General,spell checking,PC,Windows 7,CLOSED,DUPLICATE,P3,Critical
124046,First Launch Message concerning not existing License agreement,Code,General,ui,All,All,UNCONFIRMED,,P3,Normal
124047,Cannot open any of the programs.,Application,Installation,ui,Mac,Mac OS X 10.7,CLOSED,DUPLICATE,P3,Critical
124048,double click on save icon opens dialog twice,Code,General,ui,All,Windows 7,CLOSED,DUPLICATE,P3,Normal
124049,SystemShellExecute doesn't open browser with local HTML file + target,Unclassified,App Dev,scripting,PC,Windows 7,UNCONFIRMED,,P3,Normal
124050,Cross-references 'link text' missing after document save,Application,Writer,formatting,PC,All,CONFIRMED,,P3,Normal
124051,remove insert: formating mark: non-breaking space from calc,Application,Calc,editing,All,All,CONFIRMED,,P3,Normal
124052,"CRASH when ""Insert Column""",Application,Calc,editing,PC,"Windows 8, 8.1",CLOSED,DUPLICATE,P3,Major
124053,JRE,Application,Base,code,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
124054,Typos in readme.html and readme.txt,Code,General,ui,All,Windows 7,CLOSED,FIXED_WITHOUT_CODE,P3,Trivial
124055,Columns lost in Frame when saved as .doc (MSO97),Application,Writer,save-export,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124056,Can't install OOo 4.01 in IMac wos OS.X 10.8.5 Mountain Lion,Application,Installation,update notifications,Mac,OS X 10.8,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124057,Hunspell spell check dictionary for the Turkmen language,Code,Internationalization,i18npool,All,All,CLOSED,OBSOLETE,P3,Normal
124058,Writer crashes when opening the attached file (2.docx),Application,Writer,open-import,All,All,CLOSED,FIXED,P3,Normal
124059,Wrong cells selected when more than one Calc document open,Application,Calc,ui,Mac,"Mac OS X, all",UNCONFIRMED,,P3,Major
124060,gradient gets white lines in metafile,Application,Draw,viewing,All,All,CLOSED,DUPLICATE,P3,Normal
124061,Setup Guides outdated,Infrastructure,Infrastructure,Documentation,All,All,CLOSED,OBSOLETE,P3,Normal
124062,Missing (unknown) publisher name in very first 'User Account Control ' dialog while doing installation,Application,Installation,update notifications,PC,"Windows 8, 8.1",CLOSED,DUPLICATE,P3,Major
124063,"Extension ""Oracle Report Builder"" causes broken charts with source range ""all""",Application,Calc,editing,PC,"Linux, all",CLOSED,FIXED_WITHOUT_CODE,P3,Normal
124064,"Document with Chart for lots of values causes CRASH with message ""Fatal Error - Bad Allocation""",Application,Calc,open-import,PC,Windows 7,UNCONFIRMED,,P3,Normal
124065,[Performance] Low performance opening attached .ods,Application,Calc,code,All,All,CLOSED,FIXED,P2,Normal
124066,"get rid of an extraneous parentheses in ""if((A==B))""",Code,General,code,All,All,CLOSED,FIXED,P4,Normal
124067,"naïve not in en-US dictionary, but is generated by autocorrect",Code,General,spell checking,All,All,RESOLVED,FIXED,P3,Normal
124068,Bar chart - axes are reversed,Application,Calc,code,PC,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124069,CRASH when copy chart,Application,Calc,editing,PC,All,CLOSED,FIXED,P3,Critical
124070,"Chart Legend:  line part too short to distinguish ""Line with fine dots"" from ""Continuous""",Application,Calc,viewing,PC,All,CONFIRMED,,P4,Minor
124071,Table border frame shown too thin for cell with data contining line breaks,Application,Writer,viewing,PC,"Windows, all",CONFIRMED,,P3,Normal
124072,"Table properties: Label 'Right' inactive if alignment ""Centered"" selected",Application,Writer,ui,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Minor
124073,endless recursion between AnimatedExtractingProcessor2D and BaseProcessor2D,Application,Impress,code,All,"Mac OS X, all",CLOSED,FIXED,P3,Normal
124074,Imported PowerPoint-Tables can not be resized,Application,Impress,formatting,All,All,CONFIRMED,,P3,Normal
124075,Regression type Power gives zero function,Application,Calc,code,PC,Linux 64-bit,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124076,Copy / Paste of picture from MS WORD shows placeholder and source links with invalid syntax. Clipboard problem?,Application,Writer,editing,All,Windows 7,CLOSED,DUPLICATE,P3,Normal
124077,Filter does not differentiate numeric and string value which looks numeric,Application,Calc,ui,PC,Windows 7,CONFIRMED,,P3,Normal
124078,The Data->Subtotals functionality not working properly in aoo 4.1.0,Application,Calc,help,PC,Windows Vista,CLOSED,IRREPRODUCIBLE,P3,Major
124079,The emphasis mark in comment/annotation text is at top text incorrectly when import .docx file to AOO,Application,Writer,open-import,All,All,CONFIRMED,,P3,Normal
124080,[Sidebar]: 'Change By' spinbox buttons inactive if caret not at most right position,Application,Writer,ui,PC,"Linux, all",CONFIRMED,,P3,Normal
124081,import of Microsoft's OOXML formats: unify (generated) XML token IDs,Code,General,code,All,All,CONFIRMED,,P3,Normal
124083,Adding new line while importing a document from URL using XDocumentInsertable interface,Application,Writer,formatting,All,All,CONFIRMED,,P3,Major
124084,Beziercurves,Application,Draw,open-import,All,All,REOPENED,,P3,Normal
124085,"Image copied out of OpenOffice 4.0.1 (Writer, Calc and Draw) is corrupted when pasted into image editors",Application,Writer,programming,PC,Windows 7,CLOSED,FIXED,P3,Normal
124086,bridge test fails when compiling testtools,Unclassified,App Dev,api,PC,Solaris,CLOSED,FIXED,P3,Critical
124087,Lithuanian (lt) translation update for OpenOffice 4.1.0,NLC,Native-Lang,lt,All,All,CLOSED,FIXED,P3,Normal
124088,Request New Password' does not work because of broken link in E-Mail,Infrastructure,Infrastructure,Website general issues,All,All,UNCONFIRMED,,P3,Normal
124089,BASE function does not work,Application,Calc,editing,PC,Linux 32-bit,CLOSED,IRREPRODUCIBLE,P3,Major
124091,Solver detects linear models as nonlinear,Application,Calc,editing,All,All,RESOLVED,FIXED,P3,Normal
124092,"Crash testing ""XML Filter Settings""",Code,General,code,All,All,CLOSED,FIXED,P3,Normal
124093,OpenOffice Error Refuses To Fix Self,Application,Writer,viewing,Mac,OS X 10.9,CLOSED,DUPLICATE,P3,Normal
124095,"Multiple IAccessible and IAccessible2 interface methods do not check for NULL pointer access, nor do they trap exceptions",Code,General,accessibility,All,"Windows, all",CLOSED,FIXED,P3,Normal
124096,CRASH when page preview or close particular document,Application,Writer,save-export,PC,"Windows, all",CLOSED,FIXED,P3,Normal
124097,Latest AOO Versions not mentioned in README_extension_owner.txt,Application,Installation,code,All,Windows 7,RESOLVED,FIXED,P3,Minor
124099,Hyperlink become normal text while importing a document from URL using XDocumentInsertable interface,Application,Writer,formatting,All,All,CLOSED,IRREPRODUCIBLE,P2,Major
124100,Copy and paste of charts in Calc changes axis labels,Application,Calc,editing,All,All,CLOSED,DUPLICATE,P3,Normal
124101,"Unable to exit OpenOffice after an unexpectedly quit dialog box appeared without ""Force Quit""",Application,Impress,formatting,All,OS X 10.9,CLOSED,DUPLICATE,P3,Normal
124102,"Unable to validate permanently java installation, error no valid java after system restart",Code,General,ui,All,Windows 7,UNCONFIRMED,,P3,Major
124103,Table which breaks between linked frames is completely in second frame after reload,Application,Writer,formatting,PC,"Windows, all",CONFIRMED,,P3,Normal
124104,Slow when editing or posting,Infrastructure,Infrastructure,Forums,All,All,CLOSED,FIXED_WITHOUT_CODE,P3,Minor
124105,Spellcheck recognizes all words as misspelled,Application,Writer,editing,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
124106,docx files created in Pages 5 are wrongly imported by AOO,Application,Writer,open-import,All,All,CLOSED,FIXED,P3,Major
124107,"Inherited style property ""Space above/below Paragraph"" lost for particular styles",Application,Writer,formatting,All,All,CLOSED,FIXED,P3,Major
124108,Valid Signature not accepted,Infrastructure,Infrastructure,Forums,All,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124109,Deletion of Table Column Causes Crash,Application,Writer,editing,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Major
124110,start issue after crush,Code,General,accessibility,Mac,OS X 10.9,CLOSED,DUPLICATE,P3,Blocker
124111,will not open at all,Code,General,accessibility,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124112,loading componant library failed: pdfimport.uno.dll,Application,Draw,installation,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124113,"""Reopen"" message unresponsive and interferes with program and computer functions.",Application,Writer,configuration,All,OS X 10.8,CLOSED,DUPLICATE,P3,Major
124114,"Auto Detection for mime type selects ""text/plain"" instead of "" application/vnd.oasis.opendocument.text""",Infrastructure,Infrastructure,Bugzilla,All,All,CLOSED,FIXED_WITHOUT_CODE,P3,Normal
124115,Solver does not identify a linear model as infeasible,Application,Calc,programming,PC,All,CONFIRMED,,P3,Normal
124116,"No language options to load in Edit Writers Aid, thus no spell-check activation",Application,Writer,editing,PC,"Windows, all",CLOSED,IRREPRODUCIBLE,P3,Major
124117,Add a subcomponent for Kazakh (kk) to native-lang,Infrastructure,Infrastructure,Bugzilla,All,All,CLOSED,FIXED_WITHOUT_CODE,P3,Normal
124118,Kazakh (kk) translation update for OpenOffice 4.1.0,NLC,Native-Lang,kk,All,All,CLOSED,FIXED,P3,Normal
124119,Extended Tooltip too general for HIDE actions,Application,Calc,help,All,All,CONFIRMED,,P4,Minor
124120,Issue for updating Dutch translation in POOTLE,NLC,Native-Lang,nl,All,All,CLOSED,FIXED,P3,Normal
124121,CoreText: Emulate italic for fonts that do not provide italic themselves,Code,General,code,Mac,"Mac OS X, all",RESOLVED,FIXED,P3,Normal
124122,CoreText: Emulate bold for fonts that do not provide bold themselves,Code,General,code,Mac,"Mac OS X, all",RESOLVED,FIXED,P3,Normal
124124,Filedialog makes file disappear,Application,Writer,code,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
124125,Copied forumula does not display results until file is saved and re-opened,Application,Calc,ui,All,All,CONFIRMED,,P3,Normal
124126,ms excell no longer using xml and unable to open document,Application,Calc,open-import,Mac,Mac OS X 10.5,CLOSED,IRREPRODUCIBLE,P3,Critical
124127,Update bundled English (en-US and en-*) dictionary for OpenOffice 4.1,Code,General,spell checking,All,All,CLOSED,FIXED,P3,Normal
124128,langpack detected as w.reputation threat by Norton,Application,Installation,ui,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124131,use smart pointer's bool operator instead of comparing its content against NULL,Code,General,code,All,All,CLOSED,FIXED,P4,Normal
124132,Function can not read linked data range (?)  from external source (other document),Application,Calc,open-import,PC,All,CONFIRMED,,P3,Major
124133,Einfügen - Zeilen,Application,Calc,editing,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
124135,Multiple 'Bullets and Numbering' dialogs with multiple clicks on 'Bullets and Numbering' icon,Application,Writer,ui,PC,All,CONFIRMED,,P3,Normal
124136,Graphics bullet list cannot be selected by clicking on graphic bullets image,Application,Writer,editing,PC,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Major
124137,Auto text 's title is not setting as document name,Application,Writer,editing,PC,"Windows 8, 8.1",CLOSED,IRREPRODUCIBLE,P3,Normal
124138,format/character/font effect not available in text boxes,Application,Writer,formatting,All,All,CONFIRMED,,P3,Minor
124141,Paragraph color picker behavior inconsistent.,Application,Writer,ui,All,All,CONFIRMED,,P3,Normal
124142,Replace pack list manager,Code,Build Tools,code,All,All,CONFIRMED,,P3,Normal
124143,"glue points on svg graphics are not read, when order in file format is first svg second png",Application,Draw,open-import,All,All,CLOSED,FIXED,P3,Normal
124144,Block the base ihm when doing copy query,Application,Base,code,PC,Windows Server 2008,CLOSED,IRREPRODUCIBLE,P3,Normal
124147,CRASH when openDocument with regular Databinding in a Combobox,Application,Writer,editing,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
124148,JRE issue with BASE,Application,Base,help,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124149,Copying chart from Calc to Writer destroys format of axis (date),Application,Writer,editing,PC,Windows 7,CLOSED,DUPLICATE,P3,Major
124150,Impossible to open or save .XLS,Application,Calc,open-import,PC,Linux 64-bit,CLOSED,FIXED,P3,Major
124151,Gap created by highlighting,Application,Writer,viewing,PC,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
124152,using Open Office is not possible,Application,Writer,editing,All,OS X 10.9,CLOSED,DUPLICATE,P3,Blocker
124153,Merged cells in Table column cause unexpected additional deletion of adjacent  columns,Application,Writer,editing,All,All,CONFIRMED,,P3,Normal
124154,REDIM fails with UBOUND or LBOUND of same array,Unclassified,App Dev,scripting,All,All,UNCONFIRMED,,P3,Normal
124155,"Read Error, Internal import error with particular.xls",Application,Calc,open-import,All,"Linux, all",CLOSED,FIXED,P2,Major
124156,Python is not correctly detected by configure on OS X,Code,Build Tools,configure,Mac,OS X 10.9,UNCONFIRMED,,P3,Normal
124158,Update CoinMP,Application,Calc,code,All,All,CLOSED,FIXED,P3,Normal
124159,Everything gets underlined with red squiggly,Code,General,spell checking,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
124160,type mismatch of NSPortraitOrientation in newer OSX SDKs,Code,General,code,Mac,OS X 10.9,CLOSED,FIXED,P3,Blocker
124161,"TestLink, Test790, Step 8",Application,Draw,ui,All,All,CLOSED,IRREPRODUCIBLE,P3,Normal
124162,Nested Tables: Pasted RTF Table exceeds available cell width,Application,Writer,editing,All,Windows 7,CLOSED,IRREPRODUCIBLE,P3,Normal
124163,When attempting to print a document a document writer crashes,Application,Writer,printing,Mac,OS X 10.9,CLOSED,OBSOLETE,P3,Normal
124164,[Accessibility] [IA2] IAccessible2 not Exposing Alt Texts,Application,Writer,code,PC,"Windows, all",CLOSED,DUPLICATE,P3,Normal
124165,Nested Tables: Autofit optimal column width with wrong result for RTF Table,Application,Writer,formatting,All,Windows 7,CONFIRMED,,P3,Normal
124166,The value inside spin box 'Position Y' is not changing to 0.62,Application,Writer,editing,PC,"Windows 8, 8.1",CLOSED,IRREPRODUCIBLE,P3,Normal
124167,"""The component(com.sun.star.plugin.PluginManager) could not be loaded"" on browse action in Insert plugin dialog",Application,Writer,editing,PC,"Windows, all",CLOSED,DUPLICATE,P3,Major
124168,Missing content inside Table of Contents lists when inserted using Indexes and Tables,Application,Writer,viewing,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Major
124169,Window wont close.,Code,General,accessibility,All,All,CLOSED,DUPLICATE,P3,Normal
124170,MacOSX 64 CRASH Java awt thread,Code,General,scripting,All,OS X 10.9,CONFIRMED,,P3,Major
124171,Find & Replace' dialog forgets 'Match case' option,Application,Writer,ui,All,Windows 7,CONFIRMED,,P3,Normal
124172,Crash selecting special character,Application,Calc,editing,Mac,OS X 10.9,CLOSED,OBSOLETE,P3,Normal
124173,underlining if too long when a non secable minus is used in text,Application,Calc,formatting,PC,Windows 7,UNCONFIRMED,,P3,Minor
124174,Cannot install dictionary in OO ver 4,Code,General,spell checking,PC,Windows Vista,CLOSED,IRREPRODUCIBLE,P3,Normal
124175,My Public Key,Code,Build Tools,www,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P1 (highest),Normal
124176,All text is underlined in red as though it were mis-spelled or mis-used.,Code,General,spell checking,PC,Windows XP,CLOSED,IRREPRODUCIBLE,P3,Major
124177,CRASH after Table Copy - Paste Special as RTF,Application,Writer,editing,All,Windows 7,CLOSED,FIXED,P3,Major
124178,New InputFields - Reopened file is corrupted if there is text after the InputField,Application,Writer,ui,PC,"Windows, all",CLOSED,FIXED,P3,Major
124179,New InputFields for UserFields don't update automatically,Application,Writer,ui,PC,"Windows, all",CLOSED,FIXED,P3,Major
124180,Outline numbering resets when saving and re-opening a writer file,Application,Writer,formatting,All,All,CONFIRMED,,P3,Normal
124183,Remove not working connections from Address Book Data Source Wizard,Code,General,ui,PC,"Windows, all",REOPENED,,P3,Normal
124184,Missing UI for grow shrink animation effect,Application,Impress,ui,All,All,CONFIRMED,,P3,Normal
124185,A missing interactive feature of .ppt file,Application,Impress,open-import,All,All,CLOSED,DUPLICATE,P3,Normal
124186,"Adapt, later remove Help for no longer working connections in Address Book Data Source Wizard",Code,General,help,All,Windows 7,CONFIRMED,,P3,Normal
124187,CRASH when adding a row.,Application,Calc,editing,PC,Windows 7,CLOSED,DUPLICATE,P3,Critical
124188,CRASH when pasting grouped contents from Draw over a selected image,Application,Writer,editing,All,All,CLOSED,FIXED,P3,Normal
124189,Deleting an image then undoing does not restore the image to the right place (or does not restore it at all),Application,Writer,editing,Mac,OS X 10.9,CLOSED,IRREPRODUCIBLE,P3,Normal
124190,Pasting or manipulating an image makes first page be displayed.,Application,Writer,editing,Mac,OS X 10.9,CLOSED,DUPLICATE,P3,Normal
124191,Mac64 only: Mighty  Mouse horizontal scrolling issue,Application,Calc,editing,Mac,"Mac OS X, all",CLOSED,FIXED,P3,Normal
124192,Calculation of power -2^2,Application,Calc,ui,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
124193,"Data pilot: 'rightclick - refresh' ignores ""Ignore empty rows""",Application,Calc,editing,All,All,CONFIRMED,,P3,Normal
124194,update Spanish (es) translation update for AOO 4.1,NLC,Native-Lang,es,All,All,CLOSED,FIXED,P3,Normal
124195,update Turkish (tr) translation update for AOO 4.1,NLC,Native-Lang,tr,All,All,CLOSED,FIXED,P3,Normal
124196,update Serbian (sr) translation update for AOO 4.1,NLC,Native-Lang,sr,All,All,CLOSED,FIXED,P3,Normal
124197,Link button in Hyperlink Toolbar Works Only First Time in Document,Application,Writer,ui,PC,Windows 7,CLOSED,FIXED,P3,Normal
124198,Page Footer: wrong font and truncated at the right,Application,Calc,printing,All,All,UNCONFIRMED,,P3,Normal
124199,Tables wrap to another page (page break) without reason,Application,Writer,formatting,PC,Windows 7,CONFIRMED,,P3,Major
124200,PDF Export dialog: impossible to use pages selection input line before radio button,Code,General,ui,PC,Windows 7,CONFIRMED,,P3,Minor
124201,Re-enable Apple Remote Control for 64bit OSX,Code,General,code,All,All,CLOSED,FIXED,P3,Normal
124202,The Arabic Text turns into squares when trying to do a Heading.,Application,Writer,editing,PC,"Linux, all",UNCONFIRMED,,P3,Major
124203,Appearance of symbols in formula during GUI are not equal for Windows 7 and Windows 8,Code,General,chart,All,"Windows 8, 8.1",CONFIRMED,,P3,Major
124204,Dialog 'Edit - AutoText': Name and Shortcut input line do not become blank when Category becomes selected,Application,Writer,ui,All,All,CLOSED,FIXED,P3,Minor
124205,Help - About - License is cut at 65535 chars (even though the LICENSE file is complete),Code,General,ui,All,All,CONFIRMED,,P3,Normal
124206,[sidebar] Should show 'Galerie' instead of 'Galery' in Deck heading and Tooltip,NLC,Native-Lang,de,All,All,CLOSED,FIXED,P3,Minor
124207,Number Format number of decimals for Table Cells and Fields can not be predefined via Styles,Application,Writer,editing,PC,Windows 7,CONFIRMED,,P3,Minor
124208,Receive a message upon opening and then cannot edit/save document,Code,General,code,Mac,"Mac OS X, all",CLOSED,DUPLICATE,P3,Critical
124209,Tables Can't be Moved in any Reasonable Way,Application,Writer,editing,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
124210,"WRITER - Table (top row border) cannot be ""resized upwards"".",Application,Writer,editing,PC,Windows 7,CONFIRMED,,P3,Normal
124211,Query editor panes not draggable,Application,Base,code,PC,"Linux, all",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124212,Bundle Lithuanian (lt) dictionary in OpenOffice 4.1,NLC,Native-Lang,lt,All,All,CLOSED,FIXED,P3,Normal
124213,Impossible to select text row part with multiple raster graphics (anchored as character)  by shift + click,Application,Writer,editing,All,Windows 7,CONFIRMED,,P3,Normal
124214,[sidebar]: Promote/Demote (bullets and numbering)  Icons wrongly named Increase/Decrease (Indent ),Application,Impress,ui,All,All,CONFIRMED,,P3,Normal
124215,Restore/don't restore,Code,General,code,All,"Mac OS X, all",CLOSED,DUPLICATE,P3,Normal
124216,Position and Size values not updated timely after 'Drawing Scale' modification,Application,Draw,ui,All,Windows 7,CLOSED,FIXED,P5 (lowest),Minor
124217,"Conditional text only allows a text output. Request to write date, page number, etc.",Application,Writer,formatting,All,All,CLOSED,DUPLICATE,P3,Normal
124218,Unable to edit or enter matrix with ctrl+/ or ctrl+shift keyboard,Application,Calc,editing,Mac,OS X 10.9,UNCONFIRMED,,P3,Normal
124219,CRASH when open particular html document with wrong name extension .odt,Application,Writer,open-import,PC,Windows 7,CONFIRMED,,P3,Major
124220,Daily build download only 200 kbit/s,Infrastructure,Infrastructure,Downloads,All,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124221,Dictionary incomplete,Application,Writer,editing,PC,Windows 7,CLOSED,DUPLICATE,P3,Major
124222,[sidebar] Base point information missing for 'Position and Size',Application,Draw,ui,All,All,UNCONFIRMED,,P3,Minor
124223,Mail merge crash with two embedded sheets in document,Application,Writer,editing,All,All,CLOSED,DUPLICATE,P3,Major
124224,change installer images,Application,Installation,ui,All,All,RESOLVED,FIXED,P3,Normal
124225,"Open particular .ODG (invalid ODF) created by external program ""GHTopo"" fails with 'General I/O error' message",Application,Draw,open-import,All,All,CLOSED,IRREPRODUCIBLE,P4,Minor
124226,Resizing a color palette window beyond certain size causes OO crash in Win7,Code,General,ui,PC,Windows 7,CLOSED,DUPLICATE,P3,Normal
124228,Mail Merge Test Setting fails with error message,Application,Writer,configuration,All,Windows 7,CLOSED,DUPLICATE,P3,Normal
124229,OOO crashes after document recovery,Code,General,ui,PC,Linux 64-bit,UNCONFIRMED,,P3,Trivial
124230,ASCII Filter opens invisible in Background,Code,General,ui,All,Windows 7,CONFIRMED,,P3,Minor
124231,named range with visibility condition can crash writer,Application,Writer,ui,All,"Windows, all",CLOSED,FIXED,P3,Major
124232,OPEN OFFICE WILL NOT OPEN,Code,General,accessibility,Mac,OS X 10.9,CLOSED,DUPLICATE,P3,Critical
124233,Different text rendering (word/character width) depending on zoom factor,Application,Impress,ui,Mac,"Mac OS X, all",CLOSED,FIXED,P3,Critical
124234,Selected cell range of other sheet shown when 'Shrink source browser' used,Application,Calc,editing,All,Windows 7,CONFIRMED,,P3,Normal
124235,enter numbers in a table starting with a zero,Application,Writer,formatting,PC,Windows Vista,CLOSED,NOT_AN_OOO_ISSUE,P3,Minor
124236,Table (and cell) Edges can only be clicked with a 1 pixel precision.,Application,Writer,editing,PC,Windows 7,CONFIRMED,,P3,Normal
124237,The Top Side of A Top Table Row Cannot Be Resized,Application,Writer,editing,All,Windows 7,CLOSED,DUPLICATE,P3,Normal
124238,Add Insert bidirectional hyperlinks as an option to the hyperlinks bar.,Application,Writer,editing,PC,"Windows, all",REOPENED,,P3,Normal
124240,Help Poor for 'Smooth Scroll',Application,Writer,help,All,All,CONFIRMED,,P3,Minor
124241,Kazakh language incorrectly named as Kazak,NLC,Native-Lang,kk,All,All,CLOSED,FIXED,P3,Normal
124242,<Ctrl+f9> fails to toggle between Contents and Name of Input Fields,Application,Writer,code,PC,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124243,Can't enter data into input fields in protected sections,Application,Writer,editing,PC,All,CLOSED,FIXED,P3,Normal
124244,Impossible to edit contents of existing Input field,Application,Writer,ui,All,Windows 7,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124246,I've been using it successfully but it has just crasheed,Application,Installation,ui,PC,Windows XP,CLOSED,IRREPRODUCIBLE,P3,Critical
124247,Particular ODF document types not associated to AOO,Code,General,ui,PC,Windows XP,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124248,Empty cells evaluate to True,Application,Calc,editing,PC,Windows XP,CONFIRMED,,P3,Normal
124249,<f12> does not group,Application,Calc,editing,PC,Windows 7,UNCONFIRMED,,P3,Normal
124250,Table: after unsuccessful drag and drop row height change row border marks in vertical ruler do not apply to table,Application,Writer,formatting,PC,"Windows, all",CONFIRMED,,P3,Normal
124251,In Place Editing: Caret appears some characters away left from mouse cursor,Application,Writer,editing,All,Windows 7,CONFIRMED,,P3,Minor
124252,saving (*.doc) footnote with more than 1 custom symbol fails,Application,Writer,save-export,Mac,OS X 10.8,UNCONFIRMED,,P3,Normal
124253,Gap in File History,Application,Writer,code,All,"Windows 8, 8.1",CLOSED,IRREPRODUCIBLE,P3,Normal
124254,Make the output of mail merge assistant selectable,Application,Writer,ui,All,All,CLOSED,IRREPRODUCIBLE,P3,Normal
124255,will only print one of four sheets,Application,Calc,printing,PC,"Windows 8, 8.1",CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124256,Named ranges not imported from Microsoft XLSX file,Application,Calc,open-import,PC,All,CLOSED,NOT_AN_OOO_ISSUE,P3,Normal
124257,"Unable to Run a Macro in Calc, which has been created in MS Excel",Unclassified,App Dev,api,All,All,CLOSED,IRREPRODUCIBLE,P3,Normal
124258,Spellchecker  working now thank you,Application,Installation,update notifications,PC,Windows XP,CLOSED,DUPLICATE,P3,Major
124259,"mathvariant=""normal"" is ignored on import of .mml file",Application,Math,code,All,All,CONFIRMED,,P3,Normal
124260,Dialog 'Edit - AutoText': AutoText>Edit not available after selecting an AutoText Entry,Application,Writer,ui,All,All,CONFIRMED,,P3,Normal
124261,Apple menu no longer functional,Code,General,code,Mac,"Mac OS X, all",CLOSED,DUPLICATE,P3,Normal
124262,Upload PO files for AOO400 for Tajik(tg) to Pootle,Infrastructure,Infrastructure,Pootle,All,All,CLOSED,OBSOLETE,P3,Normal
124263,(d)make clean deletes source when solar environment is not set,Code,Build Tools,dmake,All,All,CLOSED,FIXED,P3,Normal
124264,Bad link to Tutorials,Infrastructure,Infrastructure,Documentation,All,All,CLOSED,OBSOLETE,P3,Normal
